ITEMÎ≤àÌò∏	ITEM_NAME(K)	ITEM_TYPE	SUB_TYPE	SIZE	ANTI_FLAG	FLAG	ITEM_WEAR	IMMUNE	ÏÉÅÏ†ê ÌåêÎß§Í∞Ä	ÏÉÅÏ†êÏóêÏÑú ÏÇ¥ Îïå	REFINE	REFINESET	MAGIC_PCT	LIMIT_TYPE0	LIMIT_VALUE0	LIMIT_TYPE1	LIMIT_VALUE1	ADDON_TYPE0	ADDON_VALUE0	ADDON_TYPE1	ADDON_VALUE1	ADDON_TYPE2	ADDON_VALUE2	VALUE0	VALUE1	VALUE2	VALUE3	VALUE4	VALUE5	Specular	SOCKET	ATTU_ADDON
74268	ªÁ∏∑øÎ µŒ∞«ºº∆Æ	ITEM_COSTUME	COSTUME_HAIR	1	ANTI_MALE | ANTI_MUSA | ANTI_SURA | ANTI_MUDANG	LOG	NONE		0	0	0	0	0	REAL_TIME_FIRST_USE	604800	LIMIT_NONE	0	APPLY_ATTBONUS_MONSTER	10	APPLY_NONE	0	APPLY_NONE	0	0	0	0	2016	0	0	0	0	0
74269	≈Õπ¯	ITEM_COSTUME	COSTUME_HAIR	1	ANTI_MALE | ANTI_MUSA | ANTI_SURA | ANTI_MUDANG	LOG	NONE		0	0	0	0	0	REAL_TIME_FIRST_USE	604800	LIMIT_NONE	0	APPLY_ATTBONUS_MONSTER	10	APPLY_NONE	0	APPLY_NONE	0	0	0	0	2017	0	0	0	0	0
74270	«“∑Œ¿© »£π⁄∏”∏Æ	ITEM_COSTUME	COSTUME_HAIR	1	ANTI_MALE | ANTI_MUSA | ANTI_SURA | ANTI_MUDANG	LOG	NONE		0	0	0	0	0	REAL_TIME_FIRST_USE	604800	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	2018	0	0	0	0	0
74501	Ω∫∆˜∆º(»Úªˆ)	ITEM_COSTUME	COSTUME_HAIR	1	ANTI_FEMALE | ANTI_MUSA | ANTI_ASSASSIN | ANTI_MUDANG	LOG	NONE		0	0	0	0	0	REAL_TIME_FIRST_USE	2592000	LIMIT_NONE	0	APPLY_ATTBONUS_WARRIOR	10	APPLY_NONE	0	APPLY_NONE	0	0	0	0	3001	0	0	0	0	0
74502	Ω∫∆˜∆º(∞•ªˆ)	ITEM_COSTUME	COSTUME_HAIR	1	ANTI_FEMALE | ANTI_MUSA | ANTI_ASSASSIN | ANTI_MUDANG	LOG	NONE		0	0	0	0	0	REAL_TIME_FIRST_USE	2592000	LIMIT_NONE	0	APPLY_ATTBONUS_ASSASSIN	10	APPLY_NONE	0	APPLY_NONE	0	0	0	0	3002	0	0	0	0	0
74503	Ω∫∆˜∆º(≥Î∂ıªˆ)	ITEM_COSTUME	COSTUME_HAIR	1	ANTI_FEMALE | ANTI_MUSA | ANTI_ASSASSIN | ANTI_MUDANG	LOG	NONE		0	0	0	0	0	REAL_TIME_FIRST_USE	2592000	LIMIT_NONE	0	APPLY_ATTBONUS_SURA	10	APPLY_NONE	0	APPLY_NONE	0	0	0	0	3003	0	0	0	0	0
74504	Ω∫∆˜∆º(√ ∑œªˆ)	ITEM_COSTUME	COSTUME_HAIR	1	ANTI_FEMALE | ANTI_MUSA | ANTI_ASSASSIN | ANTI_MUDANG	LOG	NONE		0	0	0	0	0	REAL_TIME_FIRST_USE	2592000	LIMIT_NONE	0	APPLY_ATTBONUS_SHAMAN	10	APPLY_NONE	0	APPLY_NONE	0	0	0	0	3004	0	0	0	0	0
74505	ƒ´∏ÆΩ∫∏∂(»Úªˆ)	ITEM_COSTUME	COSTUME_HAIR	1	ANTI_FEMALE | ANTI_MUSA | ANTI_ASSASSIN | ANTI_MUDANG	LOG	NONE		0	0	0	0	0	REAL_TIME_FIRST_USE	2592000	LIMIT_NONE	0	APPLY_ATTBONUS_WARRIOR	10	APPLY_NONE	0	APPLY_NONE	0	0	0	0	3005	0	0	0	0	0
74506	ƒ´∏ÆΩ∫∏∂(ª°∞£ªˆ)	ITEM_COSTUME	COSTUME_HAIR	1	ANTI_FEMALE | ANTI_MUSA | ANTI_ASSASSIN | ANTI_MUDANG	LOG	NONE		0	0	0	0	0	REAL_TIME_FIRST_USE	2592000	LIMIT_NONE	0	APPLY_ATTBONUS_ASSASSIN	10	APPLY_NONE	0	APPLY_NONE	0	0	0	0	3006	0	0	0	0	0
74507	ƒ´∏ÆΩ∫∏∂(∞À¿∫ªˆ)	ITEM_COSTUME	COSTUME_HAIR	1	ANTI_FEMALE | ANTI_MUSA | ANTI_ASSASSIN | ANTI_MUDANG	LOG	NONE		0	0	0	0	0	REAL_TIME_FIRST_USE	2592000	LIMIT_NONE	0	APPLY_ATTBONUS_SURA	10	APPLY_NONE	0	APPLY_NONE	0	0	0	0	3007	0	0	0	0	0
74508	ƒ´∏ÆΩ∫∏∂(∫∏∂Ûªˆ)	ITEM_COSTUME	COSTUME_HAIR	1	ANTI_FEMALE | ANTI_MUSA | ANTI_ASSASSIN | ANTI_MUDANG	LOG	NONE		0	0	0	0	0	REAL_TIME_FIRST_USE	2592000	LIMIT_NONE	0	APPLY_ATTBONUS_SHAMAN	10	APPLY_NONE	0	APPLY_NONE	0	0	0	0	3008	0	0	0	0	0
74509	ºº∑√µ» ø√πÈ(»Úªˆ)	ITEM_COSTUME	COSTUME_HAIR	1	ANTI_FEMALE | ANTI_MUSA | ANTI_ASSASSIN | ANTI_MUDANG	LOG	NONE		0	0	0	0	0	REAL_TIME_FIRST_USE	2592000	LIMIT_NONE	0	APPLY_ATTBONUS_WARRIOR	10	APPLY_NONE	0	APPLY_NONE	0	0	0	0	3009	0	0	0	0	0
74510	ºº∑√µ» ø√πÈ(«œ¥√ªˆ)	ITEM_COSTUME	COSTUME_HAIR	1	ANTI_FEMALE | ANTI_MUSA | ANTI_ASSASSIN | ANTI_MUDANG	LOG	NONE		0	0	0	0	0	REAL_TIME_FIRST_USE	2592000	LIMIT_NONE	0	APPLY_ATTBONUS_ASSASSIN	10	APPLY_NONE	0	APPLY_NONE	0	0	0	0	3010	0	0	0	0	0
74511	ºº∑√µ» ø√πÈ(∞À¿∫ªˆ)	ITEM_COSTUME	COSTUME_HAIR	1	ANTI_FEMALE | ANTI_MUSA | ANTI_ASSASSIN | ANTI_MUDANG	LOG	NONE		0	0	0	0	0	REAL_TIME_FIRST_USE	2592000	LIMIT_NONE	0	APPLY_ATTBONUS_SURA	10	APPLY_NONE	0	APPLY_NONE	0	0	0	0	3011	0	0	0	0	0
74512	ºº∑√µ» ø√πÈ(∞•ªˆ)	ITEM_COSTUME	COSTUME_HAIR	1	ANTI_FEMALE | ANTI_MUSA | ANTI_ASSASSIN | ANTI_MUDANG	LOG	NONE		0	0	0	0	0	REAL_TIME_FIRST_USE	2592000	LIMIT_NONE	0	APPLY_ATTBONUS_SHAMAN	10	APPLY_NONE	0	APPLY_NONE	0	0	0	0	3012	0	0	0	0	0
74513	æ∆«¡∑Œ «ÏæÓ	ITEM_COSTUME	COSTUME_HAIR	1	ANTI_FEMALE | ANTI_MUSA | ANTI_ASSASSIN | ANTI_MUDANG	LOG	NONE		0	0	0	0	0	REAL_TIME_FIRST_USE	604800	LIMIT_NONE	0	APPLY_MAX_HP_PCT	1	APPLY_NONE	0	APPLY_NONE	0	0	0	0	3013	0	0	0	0	0
74514	æ∆«¡∑Œ «ÏæÓ	ITEM_COSTUME	COSTUME_HAIR	1	ANTI_FEMALE | ANTI_MUSA | ANTI_ASSASSIN | ANTI_MUDANG	LOG	NONE		0	0	0	0	0	REAL_TIME_FIRST_USE	604800	LIMIT_NONE	0	APPLY_MAX_SP_PCT	1	APPLY_NONE	0	APPLY_NONE	0	0	0	0	3013	0	0	0	0	0
74515	¿¸∏≥	ITEM_COSTUME	COSTUME_HAIR	1	ANTI_FEMALE | ANTI_MUSA | ANTI_ASSASSIN | ANTI_MUDANG	LOG	NONE		0	0	0	0	0	REAL_TIME_FIRST_USE	604800	LIMIT_NONE	0	APPLY_MAX_HP_PCT	1	APPLY_NONE	0	APPLY_NONE	0	0	0	0	3014	0	0	0	0	0
74516	¿¸∏≥	ITEM_COSTUME	COSTUME_HAIR	1	ANTI_FEMALE | ANTI_MUSA | ANTI_ASSASSIN | ANTI_MUDANG	LOG	NONE		0	0	0	0	0	REAL_TIME_FIRST_USE	604800	LIMIT_NONE	0	APPLY_MAX_SP_PCT	1	APPLY_NONE	0	APPLY_NONE	0	0	0	0	3014	0	0	0	0	0
74517	∫”¿∫ ø¯≈Î∏¿⁄	ITEM_COSTUME	COSTUME_HAIR	1	ANTI_FEMALE | ANTI_MUSA | ANTI_ASSASSIN | ANTI_MUDANG	LOG	NONE		0	0	0	0	0	REAL_TIME_FIRST_USE	604800	LIMIT_NONE	0	APPLY_ATTBONUS_MONSTER	10	APPLY_NONE	0	APPLY_NONE	0	0	0	0	3015	0	0	0	0	0
74518	∑Œ∑ªΩ∫«≥ µŒ∞«	ITEM_COSTUME	COSTUME_HAIR	1	ANTI_FEMALE | ANTI_MUSA | ANTI_ASSASSIN | ANTI_MUDANG	LOG	NONE		0	0	0	0	0	REAL_TIME_FIRST_USE	604800	LIMIT_NONE	0	APPLY_ATTBONUS_MONSTER	10	APPLY_NONE	0	APPLY_NONE	0	0	0	0	3016	0	0	0	0	0
74519	≈Õπ¯	ITEM_COSTUME	COSTUME_HAIR	1	ANTI_FEMALE | ANTI_MUSA | ANTI_ASSASSIN | ANTI_MUDANG	LOG	NONE		0	0	0	0	0	REAL_TIME_FIRST_USE	604800	LIMIT_NONE	0	APPLY_ATTBONUS_MONSTER	10	APPLY_NONE	0	APPLY_NONE	0	0	0	0	3017	0	0	0	0	0
74520	«“∑Œ¿© »£π⁄∏”∏Æ	ITEM_COSTUME	COSTUME_HAIR	1	ANTI_FEMALE | ANTI_MUSA | ANTI_ASSASSIN | ANTI_MUDANG	LOG	NONE		0	0	0	0	0	REAL_TIME_FIRST_USE	604800	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	3018	0	0	0	0	0
74751	≥™∫Ò∫Ò≥‡(∞•ªˆ)	ITEM_COSTUME	COSTUME_HAIR	1	ANTI_MALE | ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA	LOG	NONE		0	0	0	0	0	REAL_TIME_FIRST_USE	2592000	LIMIT_NONE	0	APPLY_ATTBONUS_WARRIOR	10	APPLY_NONE	0	APPLY_NONE	0	0	0	0	4001	0	0	0	0	0
74752	≥™∫Ò∫Ò≥‡(∞À¿∫ªˆ)	ITEM_COSTUME	COSTUME_HAIR	1	ANTI_MALE | ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA	LOG	NONE		0	0	0	0	0	REAL_TIME_FIRST_USE	2592000	LIMIT_NONE	0	APPLY_ATTBONUS_ASSASSIN	10	APPLY_NONE	0	APPLY_NONE	0	0	0	0	4002	0	0	0	0	0
74753	≥™∫Ò∫Ò≥‡(«œ¥√ªˆ)	ITEM_COSTUME	COSTUME_HAIR	1	ANTI_MALE | ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA	LOG	NONE		0	0	0	0	0	REAL_TIME_FIRST_USE	2592000	LIMIT_NONE	0	APPLY_ATTBONUS_SURA	10	APPLY_NONE	0	APPLY_NONE	0	0	0	0	4003	0	0	0	0	0
74754	≥™∫Ò∫Ò≥‡(»Úªˆ)	ITEM_COSTUME	COSTUME_HAIR	1	ANTI_MALE | ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA	LOG	NONE		0	0	0	0	0	REAL_TIME_FIRST_USE	2592000	LIMIT_NONE	0	APPLY_ATTBONUS_SHAMAN	10	APPLY_NONE	0	APPLY_NONE	0	0	0	0	4004	0	0	0	0	0
74755	ººπÃ∑’¥‹πﬂ(∞•ªˆ)	ITEM_COSTUME	COSTUME_HAIR	1	ANTI_MALE | ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA	LOG	NONE		0	0	0	0	0	REAL_TIME_FIRST_USE	2592000	LIMIT_NONE	0	APPLY_ATTBONUS_WARRIOR	10	APPLY_NONE	0	APPLY_NONE	0	0	0	0	4005	0	0	0	0	0
74756	ººπÃ∑’¥‹πﬂ(∞À¿∫ªˆ)	ITEM_COSTUME	COSTUME_HAIR	1	ANTI_MALE | ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA	LOG	NONE		0	0	0	0	0	REAL_TIME_FIRST_USE	2592000	LIMIT_NONE	0	APPLY_ATTBONUS_ASSASSIN	10	APPLY_NONE	0	APPLY_NONE	0	0	0	0	4006	0	0	0	0	0
74757	ººπÃ∑’¥‹πﬂ(≥Î∂ıªˆ)	ITEM_COSTUME	COSTUME_HAIR	1	ANTI_MALE | ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA	LOG	NONE		0	0	0	0	0	REAL_TIME_FIRST_USE	2592000	LIMIT_NONE	0	APPLY_ATTBONUS_SURA	10	APPLY_NONE	0	APPLY_NONE	0	0	0	0	4007	0	0	0	0	0
74758	ººπÃ∑’¥‹πﬂ(∫∏∂Ûªˆ)	ITEM_COSTUME	COSTUME_HAIR	1	ANTI_MALE | ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA	LOG	NONE		0	0	0	0	0	REAL_TIME_FIRST_USE	2592000	LIMIT_NONE	0	APPLY_ATTBONUS_SHAMAN	10	APPLY_NONE	0	APPLY_NONE	0	0	0	0	4008	0	0	0	0	0
74759	ººπÃ∑’(ø¨∞•ªˆ)	ITEM_COSTUME	COSTUME_HAIR	1	ANTI_MALE | ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA	LOG	NONE		0	0	0	0	0	REAL_TIME_FIRST_USE	2592000	LIMIT_NONE	0	APPLY_ATTBONUS_WARRIOR	10	APPLY_NONE	0	APPLY_NONE	0	0	0	0	4009	0	0	0	0	0
74760	ººπÃ∑’(≥Î∂ıªˆ)	ITEM_COSTUME	COSTUME_HAIR	1	ANTI_MALE | ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA	LOG	NONE		0	0	0	0	0	REAL_TIME_FIRST_USE	2592000	LIMIT_NONE	0	APPLY_ATTBONUS_ASSASSIN	10	APPLY_NONE	0	APPLY_NONE	0	0	0	0	4010	0	0	0	0	0
74761	ººπÃ∑’(∫∏∂Ûªˆ)	ITEM_COSTUME	COSTUME_HAIR	1	ANTI_MALE | ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA	LOG	NONE		0	0	0	0	0	REAL_TIME_FIRST_USE	2592000	LIMIT_NONE	0	APPLY_ATTBONUS_SURA	10	APPLY_NONE	0	APPLY_NONE	0	0	0	0	4011	0	0	0	0	0
74762	ººπÃ∑’(∞•ªˆ)	ITEM_COSTUME	COSTUME_HAIR	1	ANTI_MALE | ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA	LOG	NONE		0	0	0	0	0	REAL_TIME_FIRST_USE	2592000	LIMIT_NONE	0	APPLY_ATTBONUS_SHAMAN	10	APPLY_NONE	0	APPLY_NONE	0	0	0	0	4012	0	0	0	0	0
74763	æ∆«¡∑Œ «ÏæÓ	ITEM_COSTUME	COSTUME_HAIR	1	ANTI_MALE | ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA	LOG	NONE		0	0	0	0	0	REAL_TIME_FIRST_USE	604800	LIMIT_NONE	0	APPLY_MAX_HP_PCT	1	APPLY_NONE	0	APPLY_NONE	0	0	0	0	4013	0	0	0	0	0
74764	æ∆«¡∑Œ «ÏæÓ	ITEM_COSTUME	COSTUME_HAIR	1	ANTI_MALE | ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA	LOG	NONE		0	0	0	0	0	REAL_TIME_FIRST_USE	604800	LIMIT_NONE	0	APPLY_MAX_SP_PCT	1	APPLY_NONE	0	APPLY_NONE	0	0	0	0	4013	0	0	0	0	0
74765	¿¸∏	ITEM_COSTUME	COSTUME_HAIR	1	ANTI_MALE | ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA	LOG	NONE		0	0	0	0	0	REAL_TIME_FIRST_USE	604800	LIMIT_NONE	0	APPLY_MAX_HP_PCT	1	APPLY_NONE	0	APPLY_NONE	0	0	0	0	4014	0	0	0	0	0
74766	¿¸∏	ITEM_COSTUME	COSTUME_HAIR	1	ANTI_MALE | ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA	LOG	NONE		0	0	0	0	0	REAL_TIME_FIRST_USE	604800	LIMIT_NONE	0	APPLY_MAX_SP_PCT	1	APPLY_NONE	0	APPLY_NONE	0	0	0	0	4014	0	0	0	0	0
74767	ªÁ∏∑øÎ Ω∫ƒ´«¡	ITEM_COSTUME	COSTUME_HAIR	1	ANTI_MALE | ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA	LOG	NONE		0	0	0	0	0	REAL_TIME_FIRST_USE	604800	LIMIT_NONE	0	APPLY_ATTBONUS_MONSTER	10	APPLY_NONE	0	APPLY_NONE	0	0	0	0	4015	0	0	0	0	0
74768	ªÁ∏∑øÎ µŒ∞«ºº∆Æ	ITEM_COSTUME	COSTUME_HAIR	1	ANTI_MALE | ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA	LOG	NONE		0	0	0	0	0	REAL_TIME_FIRST_USE	604800	LIMIT_NONE	0	APPLY_ATTBONUS_MONSTER	10	APPLY_NONE	0	APPLY_NONE	0	0	0	0	4016	0	0	0	0	0
74769	≈Õπ¯	ITEM_COSTUME	COSTUME_HAIR	1	ANTI_MALE | ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA	LOG	NONE		0	0	0	0	0	REAL_TIME_FIRST_USE	604800	LIMIT_NONE	0	APPLY_ATTBONUS_MONSTER	10	APPLY_NONE	0	APPLY_NONE	0	0	0	0	4017	0	0	0	0	0
74770	«“∑Œ¿© »£π⁄∏”∏Æ	ITEM_COSTUME	COSTUME_HAIR	1	ANTI_MALE | ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA	LOG	NONE		0	0	0	0	0	REAL_TIME_FIRST_USE	604800	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	4018	0	0	0	0	0
75001	±Õø©øÓ ∏∏µŒ∏”∏Æ(ª°∞£ªˆ)	ITEM_COSTUME	COSTUME_HAIR	1	ANTI_MALE | ANTI_ASSASSIN | ANTI_SURA | ANTI_MUDANG	LOG	NONE		0	0	0	0	0	REAL_TIME_FIRST_USE	2592000	LIMIT_NONE	0	APPLY_ATTBONUS_WARRIOR	10	APPLY_NONE	0	APPLY_NONE	0	0	0	0	1001	0	0	0	0	0
75002	±Õø©øÓ ∏∏µŒ∏”∏Æ(ø¨»´ªˆ)	ITEM_COSTUME	COSTUME_HAIR	1	ANTI_MALE | ANTI_ASSASSIN | ANTI_SURA | ANTI_MUDANG	LOG	NONE		0	0	0	0	0	REAL_TIME_FIRST_USE	2592000	LIMIT_NONE	0	APPLY_ATTBONUS_ASSASSIN	10	APPLY_NONE	0	APPLY_NONE	0	0	0	0	1002	0	0	0	0	0
75003	±Õø©øÓ ∏∏µŒ∏”∏Æ(ø¨√ªªˆ)	ITEM_COSTUME	COSTUME_HAIR	1	ANTI_MALE | ANTI_ASSASSIN | ANTI_SURA | ANTI_MUDANG	LOG	NONE		0	0	0	0	0	REAL_TIME_FIRST_USE	2592000	LIMIT_NONE	0	APPLY_ATTBONUS_SURA	10	APPLY_NONE	0	APPLY_NONE	0	0	0	0	1003	0	0	0	0	0
75004	±Õø©øÓ ∏∏µŒ∏”∏Æ(ø¨∞•ªˆ)	ITEM_COSTUME	COSTUME_HAIR	1	ANTI_MALE | ANTI_ASSASSIN | ANTI_SURA | ANTI_MUDANG	LOG	NONE		0	0	0	0	0	REAL_TIME_FIRST_USE	2592000	LIMIT_NONE	0	APPLY_ATTBONUS_SHAMAN	10	APPLY_NONE	0	APPLY_NONE	0	0	0	0	1004	0	0	0	0	0
75005	«ÏæÓπÍµÂ ºÙƒ∆(∞•ªˆ)	ITEM_COSTUME	COSTUME_HAIR	1	ANTI_MALE | ANTI_ASSASSIN | ANTI_SURA | ANTI_MUDANG	LOG	NONE		0	0	0	0	0	REAL_TIME_FIRST_USE	2592000	LIMIT_NONE	0	APPLY_ATTBONUS_WARRIOR	10	APPLY_NONE	0	APPLY_NONE	0	0	0	0	1005	0	0	0	0	0
75006	«ÏæÓπÍµÂ ºÙƒ∆(æ∆¿Ã∫∏∏Æ)	ITEM_COSTUME	COSTUME_HAIR	1	ANTI_MALE | ANTI_ASSASSIN | ANTI_SURA | ANTI_MUDANG	LOG	NONE		0	0	0	0	0	REAL_TIME_FIRST_USE	2592000	LIMIT_NONE	0	APPLY_ATTBONUS_ASSASSIN	10	APPLY_NONE	0	APPLY_NONE	0	0	0	0	1006	0	0	0	0	0
75007	«ÏæÓπÍµÂ ºÙƒ∆(ø¨√ªªˆ)	ITEM_COSTUME	COSTUME_HAIR	1	ANTI_MALE | ANTI_ASSASSIN | ANTI_SURA | ANTI_MUDANG	LOG	NONE		0	0	0	0	0	REAL_TIME_FIRST_USE	2592000	LIMIT_NONE	0	APPLY_ATTBONUS_SURA	10	APPLY_NONE	0	APPLY_NONE	0	0	0	0	1007	0	0	0	0	0
75008	«ÏæÓπÍµÂ ºÙƒ∆(≥Ïªˆ)	ITEM_COSTUME	COSTUME_HAIR	1	ANTI_MALE | ANTI_ASSASSIN | ANTI_SURA | ANTI_MUDANG	LOG	NONE		0	0	0	0	0	REAL_TIME_FIRST_USE	2592000	LIMIT_NONE	0	APPLY_ATTBONUS_SHAMAN	10	APPLY_NONE	0	APPLY_NONE	0	0	0	0	1008	0	0	0	0	0
75009	µ⁄¬ ∏∏µŒ π≠¿Ω∏”∏Æ(∞À¿∫ªˆ	ITEM_COSTUME	COSTUME_HAIR	1	ANTI_MALE | ANTI_ASSASSIN | ANTI_SURA | ANTI_MUDANG	LOG	NONE		0	0	0	0	0	REAL_TIME_FIRST_USE	2592000	LIMIT_NONE	0	APPLY_ATTBONUS_WARRIOR	10	APPLY_NONE	0	APPLY_NONE	0	0	0	0	1009	0	0	0	0	0
75010	µ⁄¬ ∏∏µŒ π≠¿Ω∏”∏Æ(ø¨»´ªˆ	ITEM_COSTUME	COSTUME_HAIR	1	ANTI_MALE | ANTI_ASSASSIN | ANTI_SURA | ANTI_MUDANG	LOG	NONE		0	0	0	0	0	REAL_TIME_FIRST_USE	2592000	LIMIT_NONE	0	APPLY_ATTBONUS_ASSASSIN	10	APPLY_NONE	0	APPLY_NONE	0	0	0	0	1010	0	0	0	0	0
75011	µ⁄¬ ∏∏µŒ π≠¿Ω∏”∏Æ(ø¨∞•ªˆ	ITEM_COSTUME	COSTUME_HAIR	1	ANTI_MALE | ANTI_ASSASSIN | ANTI_SURA | ANTI_MUDANG	LOG	NONE		0	0	0	0	0	REAL_TIME_FIRST_USE	2592000	LIMIT_NONE	0	APPLY_ATTBONUS_SURA	10	APPLY_NONE	0	APPLY_NONE	0	0	0	0	1011	0	0	0	0	0
75012	µ⁄¬ ∏∏µŒ π≠¿Ω∏”∏Æ(≥Ïªˆ)	ITEM_COSTUME	COSTUME_HAIR	1	ANTI_MALE | ANTI_ASSASSIN | ANTI_SURA | ANTI_MUDANG	LOG	NONE		0	0	0	0	0	REAL_TIME_FIRST_USE	2592000	LIMIT_NONE	0	APPLY_ATTBONUS_SHAMAN	10	APPLY_NONE	0	APPLY_NONE	0	0	0	0	1012	0	0	0	0	0
75013	æ∆«¡∑Œ «ÏæÓ	ITEM_COSTUME	COSTUME_HAIR	1	ANTI_MALE | ANTI_ASSASSIN | ANTI_SURA | ANTI_MUDANG	LOG	NONE		0	0	0	0	0	REAL_TIME_FIRST_USE	604800	LIMIT_NONE	0	APPLY_MAX_HP_PCT	1	APPLY_NONE	0	APPLY_NONE	0	0	0	0	1013	0	0	0	0	0
75014	æ∆«¡∑Œ «ÏæÓ	ITEM_COSTUME	COSTUME_HAIR	1	ANTI_MALE | ANTI_ASSASSIN | ANTI_SURA | ANTI_MUDANG	LOG	NONE		0	0	0	0	0	REAL_TIME_FIRST_USE	604800	LIMIT_NONE	0	APPLY_MAX_SP_PCT	1	APPLY_NONE	0	APPLY_NONE	0	0	0	0	1013	0	0	0	0	0
75015	¿¸∏	ITEM_COSTUME	COSTUME_HAIR	1	ANTI_MALE | ANTI_ASSASSIN | ANTI_SURA | ANTI_MUDANG	LOG	NONE		0	0	0	0	0	REAL_TIME_FIRST_USE	604800	LIMIT_NONE	0	APPLY_MAX_HP_PCT	1	APPLY_NONE	0	APPLY_NONE	0	0	0	0	1014	0	0	0	0	0
75016	¿¸∏	ITEM_COSTUME	COSTUME_HAIR	1	ANTI_MALE | ANTI_ASSASSIN | ANTI_SURA | ANTI_MUDANG	LOG	NONE		0	0	0	0	0	REAL_TIME_FIRST_USE	604800	LIMIT_NONE	0	APPLY_MAX_SP_PCT	1	APPLY_NONE	0	APPLY_NONE	0	0	0	0	1014	0	0	0	0	0
75017	ªÁ∏∑øÎ Ω∫ƒ´«¡	ITEM_COSTUME	COSTUME_HAIR	1	ANTI_MALE | ANTI_ASSASSIN | ANTI_SURA | ANTI_MUDANG	LOG	NONE		0	0	0	0	0	REAL_TIME_FIRST_USE	604800	LIMIT_NONE	0	APPLY_ATTBONUS_MONSTER	10	APPLY_NONE	0	APPLY_NONE	0	0	0	0	1015	0	0	0	0	0
75018	ªÁ∏∑øÎ µŒ∞«ºº∆Æ	ITEM_COSTUME	COSTUME_HAIR	1	ANTI_MALE | ANTI_ASSASSIN | ANTI_SURA | ANTI_MUDANG	LOG	NONE		0	0	0	0	0	REAL_TIME_FIRST_USE	604800	LIMIT_NONE	0	APPLY_ATTBONUS_MONSTER	10	APPLY_NONE	0	APPLY_NONE	0	0	0	0	1016	0	0	0	0	0
75019	≈Õπ¯	ITEM_COSTUME	COSTUME_HAIR	1	ANTI_MALE | ANTI_ASSASSIN | ANTI_SURA | ANTI_MUDANG	LOG	NONE		0	0	0	0	0	REAL_TIME_FIRST_USE	604800	LIMIT_NONE	0	APPLY_ATTBONUS_MONSTER	10	APPLY_NONE	0	APPLY_NONE	0	0	0	0	1017	0	0	0	0	0
75020	«“∑Œ¿© »£π⁄∏”∏Æ	ITEM_COSTUME	COSTUME_HAIR	1	ANTI_MALE | ANTI_ASSASSIN | ANTI_SURA | ANTI_MUDANG	LOG	NONE		0	0	0	0	0	REAL_TIME_FIRST_USE	604800	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	1018	0	0	0	0	0
75201	¿Âπﬂ π≠¿Ω∏”∏Æ(∞•ªˆ)	ITEM_COSTUME	COSTUME_HAIR	1	ANTI_FEMALE | ANTI_MUSA | ANTI_SURA | ANTI_MUDANG	LOG	NONE		0	0	0	0	0	REAL_TIME_FIRST_USE	2592000	LIMIT_NONE	0	APPLY_ATTBONUS_WARRIOR	10	APPLY_NONE	0	APPLY_NONE	0	0	0	0	2001	0	0	0	0	0
75202	¿Âπﬂ π≠¿Ω∏”∏Æ(√ ∑œªˆ)	ITEM_COSTUME	COSTUME_HAIR	1	ANTI_FEMALE | ANTI_MUSA | ANTI_SURA | ANTI_MUDANG	LOG	NONE		0	0	0	0	0	REAL_TIME_FIRST_USE	2592000	LIMIT_NONE	0	APPLY_ATTBONUS_ASSASSIN	10	APPLY_NONE	0	APPLY_NONE	0	0	0	0	2002	0	0	0	0	0
